tweetID,text_score,text_score_expansion,hashtag,hasURL,isReply,length,tweet_topic_time_diff,semantic_overlap,#entityTypes,#entities,organization_entities,person_entities,work_entities,event_entities,species_entities,places_entities,nFollowers,nFriends,nFavorties,nListed,isVerified,isGeoEnabled,twitterAge,#tweetsPosted,relevanceJudge
16217,-16,-16,1,1,1,72,0,0,0,0,0,0,0,0,0,0,124,52,0,9,0,0,1.489594,339,0
16218,-16,-16,0,1,0,120,0,0,0,0,0,0,0,0,0,0,108,14,0,3,0,0,2.626016,39643,0
16219,-16,-16,0,0,1,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16220,-16,-16,1,0,0,120,0,0,1,1,0,1,0,0,0,0,17,96,0,1,0,0,1.159714,185,0
16221,-16,-16,0,1,0,81,6,0,1,4,0,0,1,0,0,0,887,1998,0,47,0,0,1.516225,3119,0
16222,-16,-16,0,1,0,116,5,0,1,2,0,1,0,0,0,0,245,18,0,0,0,0,1.580663,23917,0
16223,-16,-16,0,1,0,116,0,0,1,1,0,0,1,0,0,0,337,11,0,6,0,0,1.316674,40069,0
16224,-16,-16,0,1,0,115,2,0,1,2,0,0,0,0,0,2,1243,2,0,30,0,1,2.472785,45867,0
16225,-8.067,-6.85699,1,1,0,69,15,1,1,2,2,0,0,0,0,0,534,696,0,12,0,0,1.298106,121932,0
16226,-16,-16,0,0,0,82,7,0,1,3,0,0,0,0,0,1,110,4,0,1,0,0,1.402783,139156,0
16227,-16,-16,0,1,0,63,5,0,0,2,0,0,0,0,0,0,1129,329,5,32,0,1,3.288623,2980,0
16228,-7.05191,-7.35803,0,0,1,61,1,1,1,3,0,1,0,0,0,0,70,74,166,1,0,0,1.924361,1411,0
16229,-16,-16,0,1,0,117,2,0,0,0,0,0,0,0,0,0,776,161,0,11,0,1,2.010346,3415,0
16230,-16,-16,0,0,0,111,0,0,0,0,0,0,0,0,0,0,414,516,9,12,0,1,1.576348,10520,0
16231,-16,-16,0,0,0,50,7,0,0,0,0,0,0,0,0,0,451,180,14,5,0,1,2.133021,8520,0
16232,-16,-16,0,0,0,139,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16233,-16,-16,1,1,0,116,0,0,1,3,0,0,1,0,0,0,2394,40,1,41,0,0,2.860163,50519,0
16234,-16,-16,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225383,26,0
16235,-16,-16,1,0,0,126,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16236,-16,-16,0,1,0,119,0,0,1,5,0,0,0,0,0,1,36,11,0,0,0,0,1.634041,7878,0
16237,-8.61883,-8.26252,0,1,0,71,6,0,1,3,0,0,1,0,0,0,3738,1061,6,127,0,0,2.915987,46781,0
16238,-16,-16,1,1,0,92,1,0,0,0,0,0,0,0,0,0,630,689,0,35,0,0,2.163645,9139,0
16239,-16,-16,0,1,0,120,7,0,0,0,0,0,0,0,0,0,834,1077,0,71,0,0,2.894414,3491,0
16240,-16,-16,1,1,0,111,0,0,0,4,0,0,0,0,0,0,7408,8068,0,61,0,0,1.585237,226098,0
16241,-16,-16,0,0,0,138,0,0,0,0,0,0,0,0,0,0,481,464,8,1,0,1,1.122867,1295,0
16242,-16,-16,0,1,0,116,3,0,2,5,1,0,0,0,0,1,349,20,0,7,0,0,2.46762,17911,0
16243,-7.70918,-7.9685,1,0,0,31,9,0,1,3,1,0,0,0,0,0,233,129,0,3,0,0,3.316809,4508,0
16244,-16,-16,1,1,0,106,1,0,0,1,0,0,0,0,0,0,141,79,2,2,0,1,3.97123,5840,0
16245,-16,-16,1,0,0,121,9,0,2,2,0,1,1,0,0,0,10632,10844,375,721,0,1,3.196955,46259,0
16246,-8.93823,-8.69043,1,1,0,95,1,0,1,2,0,1,0,0,0,0,672,0,0,12,0,0,1.132392,168668,0
16247,-16,-16,0,1,0,116,0,0,2,5,1,0,2,0,0,0,401,370,3,4,0,0,1.50378,13378,0
16248,-16,-16,0,1,0,116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16249,-7.05031,-7.39523,0,0,0,64,4,0,0,1,0,0,0,0,0,0,312,178,526,7,0,1,2.837465,31912,0
16250,-9.43428,-9.09859,0,1,0,84,6,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
16251,-16,-16,0,0,1,70,3,0,1,1,0,1,0,0,0,0,36,134,3,0,0,0,1.102331,784,0
16252,-9.51622,-9.11072,0,1,0,116,15,0,1,2,0,1,0,0,0,0,377,1,0,1,0,0,1.642522,16717,0
16253,-16,-16,0,1,0,102,2,0,4,7,1,1,1,0,0,1,1154,20,0,13,0,0,2.379452,63656,0
16254,-16,-16,0,1,0,120,5,0,0,1,0,0,0,0,0,0,123,32,0,0,0,1,1.839735,10583,1
16255,-16,-16,1,0,1,107,3,0,2,5,0,1,2,0,0,0,25660,28191,5262,2315,0,0,4.674996,115714,0
16256,-16,-16,0,1,0,89,0,0,2,2,1,0,1,0,0,0,5628,6304,0,39,0,0,1.486365,19031,0
16257,-16,-9.61149,1,1,0,115,1,0,0,0,0,0,0,0,0,0,1124,445,1,61,0,0,1.62061,57474,0
16258,-16,-16,0,1,0,115,0,0,0,1,0,0,0,0,0,0,1250,19,0,33,0,0,2.283764,119900,0
16259,-16,-16,0,1,0,63,4,0,0,3,0,0,0,0,0,0,11022,12296,0,105,0,0,2.398947,18501,0
16260,-16,-16,0,1,1,109,1,0,0,0,0,0,0,0,0,0,695,2000,17,11,0,1,1.958158,3057,0
16261,-16,-16,1,0,0,133,1,0,0,0,0,0,0,0,0,0,928,169,0,35,0,0,1.675324,1285,0
16262,-9.11092,-8.02724,0,1,0,79,0,0,0,1,0,0,0,0,0,0,26,7,0,0,0,0,1.270753,954,0
16263,-16,-16,0,1,0,27,6,0,0,0,0,0,0,0,0,0,389,216,1,18,0,1,2.694112,602,0
16264,-16,-16,1,0,0,108,1,0,0,3,0,0,0,0,0,0,851,167,20,47,0,0,2.924739,62145,0
16265,-16,-16,1,0,0,59,10,0,0,0,0,0,0,0,0,0,1383,1962,759,61,0,0,2.104442,12910,0
16266,-8.8067,-8.60996,1,0,0,47,11,1,1,2,1,0,0,0,0,0,361,352,2,1,0,1,1.667503,16342,0
16267,-16,-16,1,1,0,42,1,0,0,2,0,0,0,0,0,0,881,3,0,2,0,0,1.843515,255434,0
16268,-16,-16,0,1,0,103,9,0,0,2,0,0,0,0,0,0,510,644,1,8,0,0,2.497,8468,0
16269,-16,-8.47072,0,1,0,116,0,0,4,6,1,1,1,0,0,2,17162,0,0,676,0,0,2.668956,305725,0
16270,-16,-16,0,0,0,128,8,0,0,0,0,0,0,0,0,0,130,98,2,0,0,1,2.552005,5085,0
16271,-16,-16,0,1,0,54,0,0,1,1,0,1,0,0,0,0,439,363,0,6,0,1,1.071379,137849,0
16272,-16,-16,1,1,0,116,2,0,1,2,0,2,0,0,0,0,1360,1980,11,1,0,0,3.728679,11234,0
16273,-8.84667,-16,0,1,0,97,0,0,1,7,0,0,0,0,0,2,29467,23645,0,561,0,0,2.525173,264360,1
16274,-11.4874,-11.1708,0,0,0,138,16,0,0,3,0,0,0,0,0,0,26,72,1,0,0,1,1.100958,23,0
16275,-16,-16,0,1,0,116,2,0,0,4,0,0,0,0,0,0,333,6,0,0,0,0,2.866951,30948,0
16276,-16,-16,0,1,0,60,8,0,0,2,0,0,0,0,0,0,5946,4122,4,276,0,0,2.591876,749702,0
16277,-16,-16,0,1,0,116,9,0,0,3,0,0,0,0,0,0,2306,2703,0,21,0,0,1.568766,12430,0
16278,-10.358,-16,0,0,1,128,2,0,1,4,0,0,1,0,0,0,269,276,28,7,0,1,1.671669,10235,0
16279,-16,-16,0,0,1,114,0,0,0,0,0,0,0,0,0,0,1781,1586,26,89,0,0,3.500382,71398,0
16280,-16,-16,0,1,0,37,3,0,0,0,0,0,0,0,0,0,117,64,319,3,0,1,1.919988,4497,0
16281,-16,-16,0,0,0,56,0,0,0,0,0,0,0,0,0,0,297,142,11,0,0,1,2.135443,8362,0
16282,-16,-16,1,1,0,111,0,0,0,1,0,0,0,0,0,0,2,24,0,0,0,0,1.740321,35,0
16283,-9.31166,-7.61505,0,1,0,86,0,0,0,0,0,0,0,0,0,0,30,6,0,1,0,0,2.254243,7155,1
16284,-16,-16,0,1,0,120,1,0,0,2,0,0,0,0,0,0,151,199,0,6,0,1,1.996696,176,0
16285,-16,-16,0,1,0,116,6,0,1,6,1,0,0,0,0,0,350,157,0,5,0,0,1.896887,12601,0
16286,-7.16061,-7.23119,0,0,1,118,5,0,0,2,0,0,0,0,0,0,604,439,82,17,0,0,2.338294,25863,0
16287,-16,-16,0,0,0,124,2,0,3,7,1,0,1,0,1,0,770,386,0,13,0,0,2.727995,29552,0
16288,-16,-16,1,0,0,108,0,0,1,2,0,0,0,0,0,1,657,1663,3,11,0,1,3.202693,1187,0
16289,-16,-16,0,0,0,11,2,0,0,0,0,0,0,0,0,0,1475,1415,18,2,0,1,3.03458,16596,0
16290,-16,-16,0,1,0,115,7,0,0,4,0,0,0,0,0,0,3503,3660,1,149,0,0,2.828771,30993,0
16291,-16,-16,0,1,0,115,0,0,2,4,1,0,2,0,0,0,824,700,0,20,0,0,2.86161,1194,0
16292,-16,-16,0,1,0,26,2,0,0,1,0,0,0,0,0,0,1601,974,0,8,0,0,2.335037,19572,0
16293,-12.69,-11.8966,1,1,0,100,0,0,1,3,0,0,1,0,0,0,330,171,506,12,0,0,2.868083,351,0
16294,-10.2959,-8.46699,0,0,0,83,2,0,1,4,0,1,0,0,0,0,4859,3940,2,175,0,0,1.508007,14228,0
16295,-10.023,-16,0,1,0,116,2,0,1,2,0,0,0,0,0,1,117,3,0,2,0,0,2.739631,3302,0
16296,-16,-16,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1629,1363,64,125,0,0,2.45146,43503,0
16297,-16,-16,1,0,0,107,11,0,0,0,0,0,0,0,0,0,734,76,7,24,0,0,2.631711,12638,0
16298,-7.08109,-7.38372,0,1,0,50,0,0,0,2,0,0,0,0,0,0,7854,8916,0,56,0,0,1.176586,15284,0
16299,-9.86731,-16,0,1,0,40,4,0,1,4,0,1,0,0,0,0,1419,1992,0,4,0,0,2.593936,10211,0
16300,-10.6412,-10.1842,0,1,0,97,3,0,2,2,0,1,1,0,0,0,1661,1575,84,18,0,0,1.246178,3960,0
16301,-16,-16,0,1,0,115,6,0,2,4,1,0,0,0,0,1,82,0,0,1,0,0,1.126835,5548,0
16302,-16,-16,0,1,0,105,2,0,0,0,0,0,0,0,0,0,1145,473,207,100,0,1,2.861824,39417,0
16303,-16,-16,0,0,0,94,3,0,0,1,0,0,0,0,0,0,1452,1028,33,120,0,1,2.29417,27798,0
16304,-16,-16,1,1,0,112,0,0,1,1,0,1,0,0,0,0,2633,1245,157,194,0,0,2.749407,13609,0
16305,-16,-16,0,1,0,41,0,0,0,1,0,0,0,0,0,0,2698,2876,0,36,0,1,2.663139,130582,0
16306,-16,-16,0,1,0,116,0,0,0,3,0,0,0,0,0,0,2627,1,1,147,0,0,3.112932,40257,1
16307,-16,-16,0,0,0,130,1,0,2,8,1,0,1,0,0,0,928,291,111,12,0,0,1.868375,43542,0
16308,-16,-16,1,1,0,118,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16309,-11.5657,-16,0,0,0,34,9,0,0,0,0,0,0,0,0,0,262,155,51,22,0,0,2.853766,16154,0
16310,-16,-16,0,0,1,20,7,0,0,0,0,0,0,0,0,0,441,424,18,0,0,0,2.783341,26795,0
16311,-16,-16,1,0,0,117,0,0,0,0,0,0,0,0,0,0,520,493,21,7,0,0,1.382577,25820,0
16312,-16,-16,1,0,0,136,1,0,0,3,0,0,0,0,0,0,2880,261,34,60,0,0,2.7715,10878,0
16313,-16,-16,0,0,0,30,8,0,1,3,0,0,2,0,0,0,256,245,18,2,0,0,1.796332,13633,0
16314,-16,-16,0,0,1,96,0,0,0,2,0,0,0,0,0,0,19219,18338,2,741,0,0,3.3222,9059,0
16315,-16,-16,0,1,0,78,2,0,1,1,0,0,1,0,0,0,409,493,9,18,0,0,3.303154,911,0
16316,-16,-16,1,1,0,116,0,0,1,2,0,1,0,0,0,0,315,29,0,14,0,0,1.517815,21707,0
16317,-16,-16,0,1,0,116,0,0,1,4,0,0,0,0,1,0,3539,3769,0,24,0,0,1.382341,42920,0
16318,-16,-16,0,1,0,102,8,0,4,7,1,1,1,0,0,1,1154,20,0,13,0,0,2.379452,63656,0
16319,-16,-16,1,1,0,109,0,0,1,7,0,0,0,0,0,1,279,0,0,1,0,1,1.941635,27675,0
16320,-16,-16,0,0,1,132,0,0,0,0,0,0,0,0,0,0,355,324,32,18,0,0,2.64024,4234,0
16321,-16,-16,0,1,0,120,3,0,0,0,0,0,0,0,0,0,476,453,17,6,0,0,2.550251,42213,0
16322,-16,-9.60752,0,1,0,82,3,1,2,7,0,0,1,0,0,1,124,169,257,10,0,0,1.310366,3616,0
16323,-16,-16,0,0,0,138,0,0,2,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
16324,-9.98161,-9.66004,0,1,0,117,2,0,0,5,0,0,0,0,0,0,20,0,0,0,0,0,1.456497,4078,0
16325,-16,-16,0,1,0,66,0,0,0,0,0,0,0,0,0,0,3136,2012,0,25,0,0,3.073127,33233,0
16326,-16,-16,0,0,0,46,0,0,1,2,0,1,0,0,0,0,62,147,0,2,0,0,1.996796,1957,0
16327,-16,-16,0,1,0,82,6,0,0,0,0,0,0,0,0,0,2605,1724,5,76,0,0,2.412743,6063,0
16328,-8.10927,-8.07367,0,0,0,132,11,1,2,3,1,0,1,0,0,0,1380,102,361,60,0,0,2.947367,31994,1
16329,-8.90628,-6.97247,0,1,0,116,11,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
16330,-7.7166,-7.86036,1,1,0,84,0,1,2,5,1,0,2,0,0,0,1432,24,3,12,0,0,2.272371,79784,1
16331,-16,-16,0,0,0,25,3,0,0,0,0,0,0,0,0,0,202,134,1,31,0,1,1.545062,12371,0
16332,-16,-16,1,1,0,85,0,0,0,1,0,0,0,0,0,0,252,143,8,5,0,1,2.857031,3185,0
16333,-16,-16,0,1,0,34,1,0,0,1,0,0,0,0,0,0,1612135,504,5,20357,1,0,2.90692,39363,0
16334,-10.4272,-8.626,0,0,0,61,1,0,1,1,0,0,1,0,0,0,1073,1466,281,40,0,0,4.490635,54309,0
16335,-16,-16,0,0,1,117,0,0,0,1,0,0,0,0,0,0,119,309,53,2,0,0,1.189685,2158,0
16336,-16,-16,0,1,0,96,10,0,1,1,0,0,0,0,0,1,3070,3139,0,44,0,0,1.652612,5936,0
16337,-16,-16,0,0,1,139,9,0,1,2,0,0,1,0,0,0,279,135,91,23,0,1,2.501256,36655,0
16338,-16,-16,0,0,0,124,1,0,1,2,0,0,1,0,0,0,309,355,0,11,0,1,2.460102,3638,0
16339,-16,-16,1,0,0,32,0,0,0,0,0,0,0,0,0,0,135,76,4,2,0,1,1.863477,2893,0
16340,-16,-16,0,1,0,116,7,0,1,3,0,1,0,0,0,0,2287,2475,0,23,0,0,1.345343,33781,0
16341,-8.99764,-8.7541,0,0,1,30,1,0,1,1,1,0,0,0,0,0,216,68,1,0,0,0,4.858956,27,0
16342,-16,-16,0,1,0,116,1,0,1,7,0,0,0,0,2,0,1156,583,0,20,0,0,1.836611,28054,0
16343,-16,-10.5041,0,1,0,94,0,0,0,2,0,0,0,0,0,0,20795,20345,0,626,0,1,2.970401,7058,0
16344,-16,-16,0,1,0,105,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1.418314,13622,0
16345,-9.10657,-9.00628,0,1,0,52,1,0,1,3,2,0,0,0,0,0,153,39,1,4,0,1,2.105144,20994,1
16346,-16,-16,0,0,0,92,3,0,0,4,0,0,0,0,0,0,10439,10994,1,221,0,0,1.895303,89879,0
16347,-16,-16,0,1,0,55,0,0,0,1,0,0,0,0,0,0,15,45,0,0,0,0,1.120432,152,0
16348,-16,-16,1,1,0,110,2,0,0,2,0,0,0,0,0,0,4526,4047,4165,604,0,1,3.9766,37078,0
16349,-16,-10.2139,0,1,0,116,0,0,0,3,0,0,0,0,0,0,1597,1967,0,7,0,0,2.140746,33427,0
16350,-16,-16,0,1,0,116,0,0,0,1,0,0,0,0,0,0,64,0,0,1,0,0,2.794474,2611,0
16351,-10.6416,-10.2724,0,0,0,137,0,0,1,1,0,1,0,0,0,0,392,497,326,16,0,0,3.130214,9371,0
16352,-10.6356,-10.2664,0,1,0,46,7,0,2,3,1,1,0,0,0,0,720,491,17,2,0,0,1.762077,22203,0
16353,-16,-16,0,1,0,116,7,0,0,4,0,0,0,0,0,0,1626,690,0,28,0,0,2.158287,53415,0
16354,-16,-16,0,1,0,53,13,0,0,2,0,0,0,0,0,0,630,0,0,59,0,0,2.513054,107506,1
16355,-16,-16,0,0,1,43,0,0,0,0,0,0,0,0,0,0,400,389,17,4,0,0,1.208927,12527,0
16356,-16,-16,0,1,0,98,3,1,2,4,1,0,0,0,0,1,33,37,0,2,0,1,1.239995,1478,1
16357,-8.3012,-6.92395,0,1,0,116,9,1,1,3,0,0,0,0,0,1,5258,5542,0,59,0,0,2.287071,9667,0
16358,-16,-16,0,1,0,90,6,0,0,3,0,0,0,0,0,0,414,376,78,16,0,1,2.592831,24352,0
16359,-7.35296,-7.47857,0,1,0,82,10,0,0,2,0,0,0,0,0,0,317,70,28,30,0,0,4.900064,5324,0
16360,-16,-16,1,1,0,105,0,0,1,4,0,0,1,0,0,0,3446,3554,6,77,0,0,1.399829,4625,0
16361,-16,-16,1,1,0,113,2,0,0,2,0,0,0,0,0,0,849,1898,0,29,0,1,1.934535,11790,0
16362,-16,-16,0,0,0,138,8,0,1,1,0,0,1,0,0,0,870,683,8,11,0,0,2.880932,15986,0
16363,-16,-16,0,0,0,138,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1.202256,225,0
16364,-16,-16,1,0,0,109,0,0,1,4,0,0,1,0,0,0,7411,1824,31,86,0,0,2.989641,197675,0
16365,-16,-16,1,1,0,116,0,0,0,0,0,0,0,0,0,0,3546,3247,0,69,0,1,1.919913,3673,0
16366,-10.7805,-10.5985,1,1,0,96,0,0,1,1,0,0,1,0,0,0,916,25,63,100,0,0,2.26065,123326,0
16367,-12.4142,-11.8502,0,0,1,83,1,1,2,2,0,1,1,0,0,0,682,412,305,5,0,0,2.427583,55839,0
16368,-16,-16,0,0,1,118,0,0,0,0,0,0,0,0,0,0,1017,705,44,5,0,0,2.576976,12328,0
16369,-7.28091,-7.42648,0,0,0,62,0,0,1,2,0,0,1,0,0,0,6,4,0,0,0,0,1.081759,9,0
16370,-16,-16,0,1,0,64,0,0,2,3,0,1,2,0,0,0,89,38,0,0,0,0,1.513423,15413,1
16371,-10.9431,-8.90479,0,1,0,116,1,0,1,4,1,0,0,0,0,0,5851,1950,1,46,0,0,2.176739,322090,0
16372,-5.90619,-4.74012,0,1,0,45,8,0,1,1,0,0,0,0,0,1,199,0,0,0,0,0,1.55627,12601,0
16373,-16,-16,0,0,0,87,7,0,0,1,0,0,0,0,0,0,250,234,50,2,0,0,1.86595,9346,0
16374,-16,-16,0,0,0,75,1,0,2,2,1,0,1,0,0,0,500,160,0,14,0,0,3.371714,3786,0
16375,-16,-16,0,1,0,116,2,0,0,0,0,0,0,0,0,0,706,30,2,16,0,0,1.909755,73140,0
16376,-9.1914,-8.90673,0,0,1,92,5,1,1,1,1,0,0,0,0,0,97,175,11,20,0,1,3.148684,2002,0
16377,-16,-16,0,1,1,119,2,0,1,1,0,1,0,0,0,0,148,649,1732,1,0,0,1.144027,1207,0
16378,-16,-16,1,1,0,62,0,0,0,0,0,0,0,0,0,0,1231,595,170,73,0,0,4.933568,8900,0
16379,-16,-16,0,1,0,119,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16380,-9.87815,-9.75742,0,0,0,137,4,0,0,2,0,0,0,0,0,0,350,410,21,19,0,0,1.642534,26555,0
16381,-16,-16,0,1,0,119,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16382,-16,-16,0,0,0,121,0,0,0,0,0,0,0,0,0,0,177698,41619,729,3168,0,0,2.480301,41372,0
16383,-16,-16,0,1,0,87,14,0,1,2,2,0,0,0,0,0,6205,5433,0,49,0,0,2.68634,18556,0
16384,-9.88448,-9.76207,0,0,1,139,2,0,1,1,1,0,0,0,0,0,176,272,99,3,0,0,2.69512,5415,0
16385,-16,-16,0,1,1,97,0,1,0,2,0,0,0,0,0,0,173,635,10,1,0,1,2.820432,1766,0
16386,-16,-16,0,0,0,83,0,0,1,3,1,0,0,0,0,0,397,309,76,2,0,0,2.474139,9482,0
16387,-9.18981,-8.90514,0,1,0,121,0,1,1,1,1,0,0,0,0,0,100,222,270,0,0,0,1.100128,2153,1
16388,-16,-16,0,1,0,118,1,0,1,5,0,0,1,0,0,0,1979,2224,0,30,0,0,1.782364,20240,0
16389,-10.6404,-10.4076,0,1,0,115,0,0,1,3,0,0,1,0,0,0,50,32,0,1,0,0,1.421476,3105,0
16390,-10.3584,-16,0,1,0,116,3,0,1,1,1,0,0,0,0,0,3572,3515,0,30,0,0,1.372702,50347,0
16391,-16,-16,1,0,0,87,1,0,2,2,1,0,1,0,0,0,576,119,12,8,0,0,2.965071,46120,0
16392,-16,-16,1,0,0,45,8,0,0,0,0,0,0,0,0,0,42,70,1,0,0,1,1.095187,385,0
16393,-10.1407,-9.8788,0,1,0,50,0,0,2,2,1,0,1,0,0,0,7293,7553,0,23,0,0,2.486025,25440,0
16394,-10.9435,-8.90508,0,0,0,140,9,0,1,6,0,0,1,0,0,0,129,455,46,8,0,1,1.936612,585,0
16395,-16,-16,0,1,0,116,16,0,1,2,1,0,0,0,0,0,2880,3388,0,13,0,1,1.672381,35789,0
16396,-16,-16,0,1,0,116,0,0,1,4,0,0,0,0,0,1,389,879,0,5,0,0,2.505272,21241,0
16397,-12.6884,-11.8951,0,0,1,110,0,0,0,2,0,0,0,0,0,0,838,633,47,54,0,1,3.242981,6194,0
16398,-16,-16,0,0,0,103,14,0,1,4,1,0,0,0,0,0,2477,2491,211,193,0,0,1.790412,12471,0
16399,-16,-16,1,0,0,139,0,0,1,5,0,0,0,0,0,2,91,82,1,3,0,0,1.811263,1767,0
16400,-16,-16,0,1,0,119,0,0,0,4,0,0,0,0,0,0,471,14,2,1,0,0,1.323801,29208,0
16401,-9.21046,-16,0,1,0,116,3,0,1,2,1,0,0,0,0,0,1005,2000,15,30,0,0,1.550614,2178,0
16402,-16,-16,0,0,0,140,0,0,0,0,0,0,0,0,0,0,89,85,5,0,0,1,1.796853,3675,0
16403,-16,-16,1,0,0,98,0,0,0,0,0,0,0,0,0,0,160,180,348,3,0,1,3.181769,15426,0
16404,-7.01293,-7.09342,0,1,0,116,9,0,0,1,0,0,0,0,0,0,1802,2001,0,5,0,0,1.536473,13436,0
16405,-16,-16,0,1,0,21,4,0,0,0,0,0,0,0,0,0,571,2003,0,7,0,0,1.26641,9847,0
16406,-16,-16,0,0,1,54,7,0,1,3,0,0,3,0,0,0,627,370,32,13,0,0,2.982547,21769,0
16407,-16,-16,1,1,0,116,0,0,0,0,0,0,0,0,0,0,16886,2051,0,412,0,0,2.495212,12054,0
16408,-16,-16,0,1,0,116,2,0,0,0,0,0,0,0,0,0,184,31,0,0,0,1,1.623453,10185,0
16409,-16,-16,0,1,0,58,0,0,1,3,0,1,0,0,0,0,556,552,89,73,0,0,2.029464,17481,0
16410,-7.27208,-16,1,0,0,136,12,0,1,4,1,0,0,0,0,0,49,17,0,4,0,0,1.329766,169,0
16411,-16,-16,1,1,0,97,16,0,0,0,0,0,0,0,0,0,1258,692,4,54,0,0,2.51733,50708,0
16412,-16,-16,0,0,0,114,1,0,0,0,0,0,0,0,0,0,91,140,0,0,0,0,1.265937,714,0
16413,-9.07444,-9.39152,0,0,1,106,6,0,1,2,0,0,1,0,0,0,2350,256,40,41,0,1,2.013188,53673,0
16414,-9.46525,-16,0,0,1,37,0,0,0,1,0,0,0,0,0,0,100,197,10,2,0,0,3.071691,5395,0
16415,-11.2085,-10.4136,0,1,0,112,1,0,1,6,0,0,1,0,0,0,8400,9267,19,95,0,1,2.895353,76690,0
16416,-16,-16,0,1,0,56,2,0,1,2,0,0,0,0,0,1,145,659,9,2,0,0,2.204856,4827,0
16417,-16,-16,1,0,0,95,1,0,0,1,0,0,0,0,0,0,1588,1531,1767,187,0,1,1.872648,12304,0
16418,-16,-16,0,1,0,116,0,0,1,4,0,0,1,0,0,0,185,52,0,1,0,0,1.5622,16793,0
16419,-16,-16,0,1,0,122,0,0,0,0,0,0,0,0,0,0,217,178,14,0,0,0,1.748896,9609,0
16420,-16,-16,0,0,0,140,5,0,0,0,0,0,0,0,0,0,370,2001,0,0,0,0,2.363219,1872,1
16421,-10.4053,-8.50218,0,1,0,65,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.529968,125,0
16422,-16,-16,0,1,0,120,3,0,1,4,0,0,0,0,0,2,243,141,0,2,0,0,1.910812,15261,0
16423,-9.0324,-7.5799,1,1,0,94,6,0,0,4,0,0,0,0,0,0,157,0,0,0,0,1,2.109186,11568,0
16424,-16,-16,0,1,0,45,2,0,1,3,0,0,0,0,1,0,307,1839,0,5,0,0,1.083705,1732,0
16425,-16,-16,0,0,1,69,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
16426,-16,-16,0,1,0,66,2,0,0,2,0,0,0,0,0,0,3353,3945,0,33,0,0,2.202554,25755,0
16427,-16,-16,0,0,0,94,10,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16428,-16,-16,0,1,0,34,2,0,0,0,0,0,0,0,0,0,1971,1929,0,20,0,0,1.225589,71961,0
16429,-16,-16,0,0,0,84,0,0,0,1,0,0,0,0,0,0,486,237,29,4,0,0,1.799589,32137,0
16430,-16,-16,0,1,0,120,0,0,1,2,0,1,0,0,0,0,110,164,0,2,0,0,2.216069,4711,0
16431,-16,-16,0,1,0,89,0,0,0,1,0,0,0,0,0,0,115,247,47,3,0,0,2.900123,1987,0
16432,-16,-16,1,1,0,116,0,0,0,0,0,0,0,0,0,0,1748,1745,2,101,0,0,2.011701,15599,0
16433,-16,-16,1,0,1,131,0,0,0,0,0,0,0,0,0,0,317,204,21,5,0,0,2.014437,2470,0
16434,-16,-16,1,1,0,116,11,0,0,0,0,0,0,0,0,0,112,435,3,0,0,0,1.900167,4929,0
16435,-16,-16,0,1,0,120,4,0,1,3,0,0,2,0,0,0,252,1646,16,0,0,0,2.551721,3680,0
16436,-16,-16,0,1,0,108,0,0,1,2,0,0,1,0,0,0,243,147,18,0,0,0,2.613979,25529,0
16437,-7.33899,-7.39565,0,0,0,61,13,1,1,2,0,1,0,0,0,0,86,415,42,3,0,1,3.115311,2417,0
16438,-8.95861,-7.52409,0,1,0,64,0,0,0,2,0,0,0,0,0,0,214,198,0,12,0,1,2.211344,1359,0
16439,-16,-16,1,1,0,117,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16440,-16,-16,0,1,0,111,1,0,2,3,1,1,0,0,0,0,3037,2166,0,26,0,0,1.390617,55616,0
16441,-16,-16,0,0,0,68,0,0,1,1,0,1,0,0,0,0,386,83,99,13,0,0,2.704341,59344,0
16442,-16,-16,0,0,1,34,0,0,1,2,0,0,1,0,0,0,165,217,42,7,0,0,2.474934,28866,0
16443,-16,-16,1,1,0,120,1,0,0,0,0,0,0,0,0,0,1811,1166,2,89,0,0,2.685168,1589,0
